title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Mrs. Harris Goes to Paris,Movie,Comedy|Drama|History,https://www.rottentomatoes.com/m/mrs_harris_goes_to_paris,94%,93%,"In partnership with the House of Dior, MRS. HARRIS GOES TO PARIS tells the story of a widowed cleaning lady in 1950s London who falls madly in love with a couture Dior dress, and decides that she must have one of her own. After she works, starves and gambles to raise the funds to pursue her dream, she embarks on an adventure to Paris which will change not only her own outlook, but the very future of the House of Dior.","Led by a luminous Lesley Manville, Mrs. Harris Goes to Paris is a good old-fashioned story charmingly told.","Fandango at Home, Netflix, Apple TV, Prime Video"
Jennifer's Body,Movie,Horror|Comedy,https://www.rottentomatoes.com/m/jennifers_body,47%,36%,A beautiful cheerleader (Megan Fox) gains an insatiable appetite for human flesh after a hungry demon takes control of her body.,"Jennifer's Body features occasionally clever dialogue, but its horror/comedy premise ultimately fails to be consistently funny or scary enough to satisfy.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Lost City,Movie,Romance|Comedy|Adventure|Action,https://www.rottentomatoes.com/m/the_lost_city,78%,83%,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to an ancient city's lost treasure from her latest story. Determined to prove he can be a hero in real life and not just on the pages of her books, Alan sets off to rescue her.","The Lost City doesn't sparkle quite as brightly as some classic treasure-hunting capers, but its stars' screwball chemistry make this movie well worth romancing.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Gray Man,Movie,Action|Mystery & Thriller,https://www.rottentomatoes.com/m/the_gray_man_2022,45%,90%,"When the CIA's most skilled mercenary--whose true identity is known to none--accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","The Gray Man has the star-studded outline of an entertaining action thriller, but it's filled in with lukewarm leftovers from far better films.","Fandango at Home, Netflix, Apple TV, Prime Video"
Whiplash,Movie,Drama|Music|Mystery & Thriller,https://www.rottentomatoes.com/m/whiplash_2014,94%,94%,"Andrew Neiman (Miles Teller) is an ambitious young jazz drummer, in pursuit of rising to the top of his elite music conservatory. Terence Fletcher (J.K. Simmons), an instructor known for his terrifying teaching methods, discovers Andrew and transfers the aspiring drummer into the top jazz ensemble, forever changing the young man's life. But Andrew's passion to achieve perfection quickly spirals into obsession, as his ruthless teacher pushes him to the brink of his ability and his sanity.","Intense, inspiring, and well-acted, Whiplash is a brilliant sophomore effort from director Damien Chazelle and a riveting vehicle for stars J.K. Simmons and Miles Teller.","Fandango at Home, Netflix, Apple TV, Prime Video"
Knives Out,Movie,Mystery & Thriller|Crime|Drama|Comedy,https://www.rottentomatoes.com/m/knives_out,97%,92%,"The circumstances surrounding the death of crime novelist Harlan Thrombey are mysterious, but there's one thing that renowned Detective Benoit Blanc knows for sure -- everyone in the wildly dysfunctional Thrombey family is a suspect. Now, Blanc must sift through a web of lies and red herrings to uncover the truth.",Knives Out sharpens old murder-mystery tropes with a keenly assembled suspense outing that makes brilliant use of writer-director Rian Johnson's stellar ensemble.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Spider-Man: Into the Spider-Verse,Movie,Kids & Family|Action|Adventure|Comedy|Fantasy|Animation,https://www.rottentomatoes.com/m/spider_man_into_the_spider_verse,97%,93%,"Bitten by a radioactive spider in the subway, Brooklyn teenager Miles Morales suddenly develops mysterious powers that transform him into the one and only Spider-Man. When he meets Peter Parker, he soon realizes that there are many others who share his special, high-flying talents. Miles must now use his newfound skills to battle the evil Kingpin, a hulking madman who can open portals to other universes and pull different versions of Spider-Man into our world.","Spider-Man: Into the Spider-Verse matches bold storytelling with striking animation for a purely enjoyable adventure with heart, humor, and plenty of superhero action.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Creator,Movie,Sci-Fi|Action|Adventure,https://www.rottentomatoes.com/m/the_creator_2023,67%,75%,"From writer/director Gareth Edwards (""Rogue One,"" ""Godzilla"") comes an epic sci-fi action thriller set amidst a future war between the human race and the forces of artificial intelligence. Joshua (John David Washington, ""Tenet""), a hardened ex-special forces agent grieving the disappearance of his wife (Gemma Chan, ""Eternals""), is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war... and mankind itself. Joshua and his team of elite operatives journey across enemy lines, into the dark heart of AI-occupied territory... only to discover the world-ending weapon he's been instructed to destroy is an AI in the form of a young child (newcomer Madeleine Yuna Voyles).","Visually stunning and packed with spectacular set pieces, The Creator serves up timely, well-acted sci-fi that satisfies in the moment even if it lacks substance.","Fandango at Home, Netflix, Apple TV, Prime Video"
Schindler's List,Movie,History|Drama,https://www.rottentomatoes.com/m/schindlers_list,98%,97%,"Businessman Oskar Schindler arrives in Kraków in 1939, ready to make his fortune from World War II, which has just started. After joining the Nazi party primarily for political expediency, he staffs his factory with Jewish workers for similarly pragmatic reasons. When the SS begins exterminating Jews in the Kraków ghetto, Schindler arranges to have his workers protected to keep his factory in operation, but soon realizes that in so doing, he is also saving innocent lives.",Schindler's List blends the abject horror of the Holocaust with Steven Spielberg's signature tender humanism to create the director's dramatic masterpiece.,"Fandango at Home, Netflix, Apple TV, Prime Video"
Fight Club,Movie,Mystery & Thriller|Drama,https://www.rottentomatoes.com/m/fight_club,82%,96%,"A depressed man suffering from insomnia meets a strange soap salesman named Tyler Durden and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla, a fellow support group crasher, attracts Tyler's attention.","Solid acting, amazing direction, and elaborate production design make Fight Club a wild ride.","Fandango at Home, Netflix, Apple TV, Prime Video"
Host,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/host_2020,98%,71%,Six friends accidentally invite the attention of a demonic presence during an online séance and begin noticing strange occurrences in their homes.,"Lean, suspenseful, and scary, Host uses its timely premise to deliver a nastily effective treat for horror enthusiasts.","Fandango at Home, Netflix, Apple TV, Prime Video"
Kraven the Hunter,Movie,Action|Adventure,https://www.rottentomatoes.com/m/kraven_the_hunter,15%,72%,"Kraven the Hunter is the action-packed, R-rated, standalone story of how one of Marvel's most iconic villains came to be. Aaron Taylor-Johnson plays Kraven, a man whose complex relationship with his ruthless gangster father, Nikolai Kravinoff (Russell Crowe), starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","Claiming no trophies with its rote story and shoddy special effects, Kraven the Hunter turns out to be a paper tiger.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Thursday Murder Club,Movie,Comedy|Mystery & Thriller|Crime,https://www.rottentomatoes.com/m/the_thursday_murder_club,77%,54%,"Based on Richard Osman's international bestselling novel of the same name, The Thursday Murder Club follows four irrepressible retirees -- Elizabeth (Helen Mirren), Ron (Pierce Brosnan), Ibrahim (Ben Kingsley) and Joyce (Celia Imrie) -- who spend their time solving cold case murders for fun. When an unexplained death occurs on their own doorstep, their casual sleuthing takes a thrilling turn as they find themselves with a real whodunit on their hands.","Cozy as an undemanding beach reach and just as slight, this starry murder mystery leverages its terrific troupe of actors to nostalgic effect.","Fandango at Home, Netflix, Apple TV, Prime Video"
Leave the World Behind,Movie,Mystery & Thriller|Drama,https://www.rottentomatoes.com/m/leave_the_world_behind_2023,73%,36%,"In this apocalyptic thriller from award-winning writer and director Sam Esmail (Mr. Robot), Amanda (Academy Award winner Julia Roberts) and her husband Clay (Academy Award nominee Ethan Hawke), rent a luxurious home for the weekend with their kids, Archie (Charlie Evans) and Rose (Farrah Mackenzie). Their vacation is soon upended when two strangers -- G.H. (Academy Award winner Mahershala Ali) and his daughter Ruth (Myha'la) -- arrive in the night, bearing news of a mysterious cyberattack and seeking refuge in the house they claim is theirs. The two families reckon with a looming disaster that grows more terrifying by the minute, forcing everyone to come to terms with their places in a collapsing world.","An exceptionally well-acted apocalyptic thriller, Leave the World Behind steadily draws the viewer in despite its leisurely pace and somewhat simplistic messaging.","Fandango at Home, Netflix, Apple TV, Prime Video"
